timestamp,OSCaddress,typetag,timetag,,,
111,/motion/s1/quat,ffff,0.63134766,-0.22094727,-0.6345215,0.38726807
111,/motion/s1/aaWorld,iii,-195,311,6859,
111,/motion/s1/aaReal,iii,4582,-5056,790,
111,/motion/s1/aa,iii,9744,-11368,1586,
111,/motion/s1/ypr,fff,243.24634,39.05516,277.18616,
118,/motion/s1/quat,ffff,0.63201904,-0.22113037,-0.6343384,0.38641357
118,/motion/s1/aaWorld,iii,-269,465,6858,
118,/motion/s1/aaReal,iii,4713,-4942,833,
118,/motion/s1/aa,iii,9882,-11248,1632,
118,/motion/s1/ypr,fff,243.57681,39.116734,277.2174,
129,/motion/s1/quat,ffff,0.63275146,-0.22137451,-0.63409424,0.385437
129,/motion/s1/aaWorld,iii,-153,343,6993,
129,/motion/s1/aaReal,iii,4698,-5138,762,
129,/motion/s1/aa,iii,9874,-11438,1564,
129,/motion/s1/ypr,fff,243.94102,39.181915,277.25223,
146,/motion/s1/quat,ffff,0.6334839,-0.22155762,-0.6338501,0.38446045
146,/motion/s1/aaWorld,iii,-220,101,7035,
146,/motion/s1/aaReal,iii,4552,-5297,885,
146,/motion/s1/aa,iii,9736,-11590,1690,
146,/motion/s1/ypr,fff,244.30704,39.25177,277.29,
152,/motion/s1/quat,ffff,0.63427734,-0.22180176,-0.6335449,0.3834839
152,/motion/s1/aaWorld,iii,-53,285,7131,
152,/motion/s1/aaReal,iii,4743,-5288,698,
152,/motion/s1/aa,iii,9934,-11574,1508,
152,/motion/s1/ypr,fff,244.72571,39.316803,277.33688,
163,/motion/s1/quat,ffff,0.63513184,-0.22210693,-0.6331787,0.38256836
163,/motion/s1/aaWorld,iii,-326,268,6920,
163,/motion/s1/aaReal,iii,4627,-5075,952,
163,/motion/s1/aa,iii,9824,-11356,1768,
163,/motion/s1/ypr,fff,245.20706,39.37277,277.39557,
169,/motion/s1/quat,ffff,0.6359253,-0.22235107,-0.6328125,0.38165283
169,/motion/s1/aaWorld,iii,-36,234,7087,
169,/motion/s1/aaReal,iii,4685,-5278,699,
169,/motion/s1/aa,iii,9888,-11552,1520,
169,/motion/s1/ypr,fff,245.65057,39.43125,277.45184,
177,/motion/s1/quat,ffff,0.63671875,-0.22271729,-0.6325073,0.3807373
177,/motion/s1/aaWorld,iii,159,220,7353,
177,/motion/s1/aaReal,iii,4830,-5525,541,
177,/motion/s1/aa,iii,10040,-11794,1366,
177,/motion/s1/ypr,fff,246.10733,39.48227,277.49673,
190,/motion/s1/quat,ffff,0.63739014,-0.2230835,-0.63220215,0.37982178
190,/motion/s1/aaWorld,iii,-37,15,7316,
190,/motion/s1/aaReal,iii,4672,-5578,773,
190,/motion/s1/aa,iii,9886,-11842,1602,
190,/motion/s1/ypr,fff,246.48804,39.529083,277.53088,
197,/motion/s1/quat,ffff,0.63812256,-0.2234497,-0.6317749,0.37908936
197,/motion/s1/aaWorld,iii,28,73,7215,
197,/motion/s1/aaReal,iii,4650,-5475,693,
197,/motion/s1/aa,iii,9868,-11736,1528,
197,/motion/s1/ypr,fff,246.94696,39.56094,277.59094,
211,/motion/s1/quat,ffff,0.63879395,-0.22375488,-0.6314087,0.37835693
211,/motion/s1/aaWorld,iii,-63,-10,7089,
211,/motion/s1/aaReal,iii,4516,-5408,790,
211,/motion/s1/aa,iii,9738,-11664,1630,
211,/motion/s1/ypr,fff,247.36166,39.5975,277.64233,
217,/motion/s1/quat,ffff,0.6394043,-0.2241211,-0.6310425,0.37768555
217,/motion/s1/aaWorld,iii,19,-76,7231,
217,/motion/s1/aaReal,iii,4552,-5571,741,
217,/motion/s1/aa,iii,9776,-11824,1586,
217,/motion/s1/ypr,fff,247.75262,39.62299,277.6882,
231,/motion/s1/quat,ffff,0.64001465,-0.2244873,-0.63067627,0.3770752
231,/motion/s1/aaWorld,iii,-164,127,7210,
231,/motion/s1/aaReal,iii,4711,-5391,884,
231,/motion/s1/aa,iii,9938,-11642,1734,
231,/motion/s1/ypr,fff,248.15662,39.64417,277.73682,
236,/motion/s1/quat,ffff,0.64056396,-0.22485352,-0.6303711,0.37646484
236,/motion/s1/aaWorld,iii,-234,-55,7329,
236,/motion/s1/aaReal,iii,4655,-5578,1003,
236,/motion/s1/aa,iii,9884,-11826,1856,
236,/motion/s1/ypr,fff,248.51968,39.66541,277.77386,
256,/motion/s1/quat,ffff,0.6411133,-0.2253418,-0.6300049,0.37591553
256,/motion/s1/aaWorld,iii,-150,-122,7210,
256,/motion/s1/aaReal,iii,4520,-5544,924,
256,/motion/s1/aa,iii,9750,-11792,1782,
256,/motion/s1/ypr,fff,248.91046,39.670742,277.8141,
259,/motion/s1/quat,ffff,0.64160156,-0.22583008,-0.62957764,0.37542725
259,/motion/s1/aaWorld,iii,-194,-109,7076,
259,/motion/s1/aaReal,iii,4448,-5425,955,
259,/motion/s1/aa,iii,9678,-11672,1818,
259,/motion/s1/ypr,fff,249.27275,39.667587,277.85754,
276,/motion/s1/quat,ffff,0.64208984,-0.2263794,-0.6292114,0.37493896
276,/motion/s1/aaWorld,iii,-149,-62,6931,
276,/motion/s1/aaReal,iii,4387,-5295,890,
276,/motion/s1/aa,iii,9616,-11542,1756,
276,/motion/s1/ypr,fff,249.64401,39.66183,277.89206,
280,/motion/s1/quat,ffff,0.64245605,-0.22698975,-0.6288452,0.37451172
280,/motion/s1/aaWorld,iii,-184,-40,7044,
280,/motion/s1/aaReal,iii,4477,-5362,935,
280,/motion/s1/aa,iii,9704,-11610,1804,
280,/motion/s1/ypr,fff,249.94543,39.64309,277.91528,
292,/motion/s1/quat,ffff,0.64282227,-0.22753906,-0.628479,0.3741455
292,/motion/s1/aaWorld,iii,-184,44,6996,
292,/motion/s1/aaReal,iii,4509,-5274,917,
292,/motion/s1/aa,iii,9734,-11524,1790,
292,/motion/s1/ypr,fff,250.25134,39.62479,277.94388,
300,/motion/s1/quat,ffff,0.6431885,-0.22808838,-0.6281128,0.37384033
300,/motion/s1/aaWorld,iii,-228,8,7017,
300,/motion/s1/aaReal,iii,4495,-5305,972,
300,/motion/s1/aa,iii,9718,-11556,1848,
300,/motion/s1/ypr,fff,250.56842,39.60222,277.97498,
308,/motion/s1/quat,ffff,0.64349365,-0.22857666,-0.6277466,0.3735962
308,/motion/s1/aaWorld,iii,-169,-38,7059,
308,/motion/s1/aaReal,iii,4480,-5379,930,
308,/motion/s1/aa,iii,9700,-11632,1810,
308,/motion/s1/ypr,fff,250.84323,39.5781,278.00598,
337,/motion/s1/quat,ffff,0.6437988,-0.22906494,-0.6273804,0.37347412
337,/motion/s1/aaWorld,iii,-388,-110,7089,
338,/motion/s1/aaReal,iii,4454,-5406,1164,
338,/motion/s1/aa,iii,9670,-11662,2048,
338,/motion/s1/ypr,fff,251.13513,39.545475,278.04202,
338,/motion/s1/quat,ffff,0.64404297,-0.22943115,-0.62701416,0.37335205
338,/motion/s1/aaWorld,iii,-233,-55,7138,
338,/motion/s1/aaReal,iii,4515,-5441,1012,
338,/motion/s1/aa,iii,9728,-11698,1900,
338,/motion/s1/ypr,fff,251.36745,39.520256,278.07825,
339,/motion/s1/quat,ffff,0.6442261,-0.22991943,-0.62664795,0.37329102
339,/motion/s1/aaWorld,iii,-192,-73,7246,
339,/motion/s1/aaReal,iii,4563,-5546,990,
339,/motion/s1/aa,iii,9772,-11806,1882,
339,/motion/s1/ypr,fff,251.57858,39.479378,278.1057,
353,/motion/s1/quat,ffff,0.6444092,-0.23034668,-0.6263428,0.37335205
353,/motion/s1/aaWorld,iii,-310,62,7220,
353,/motion/s1/aaReal,iii,4654,-5422,1082,
353,/motion/s1/aa,iii,9858,-11686,1978,
353,/motion/s1/ypr,fff,251.79446,39.436943,278.13495,
357,/motion/s1/quat,ffff,0.64453125,-0.23083496,-0.6260376,0.37335205
357,/motion/s1/aaWorld,iii,-334,114,7112,
357,/motion/s1/aaReal,iii,4623,-5306,1088,
357,/motion/s1/aa,iii,9822,-11574,1986,
357,/motion/s1/ypr,fff,251.96681,39.392056,278.15323,
371,/motion/s1/quat,ffff,0.6446533,-0.23132324,-0.6256714,0.3734131
371,/motion/s1/aaWorld,iii,-148,68,6947,
371,/motion/s1/aaReal,iii,4466,-5248,898,
371,/motion/s1/aa,iii,9660,-11520,1800,
371,/motion/s1/ypr,fff,252.14983,39.34068,278.18005,
383,/motion/s1/quat,ffff,0.64471436,-0.23175049,-0.62542725,0.37347412
383,/motion/s1/aaWorld,iii,-375,0,6964,
383,/motion/s1/aaReal,iii,4433,-5263,1136,
383,/motion/s1/aa,iii,9622,-11538,2040,
383,/motion/s1/ypr,fff,252.27377,39.296513,278.19205,
389,/motion/s1/quat,ffff,0.6448364,-0.2322998,-0.62506104,0.37353516
389,/motion/s1/aaWorld,iii,-281,-85,7218,
389,/motion/s1/aaReal,iii,4517,-5532,1089,
389,/motion/s1/aa,iii,9700,-11812,1996,
389,/motion/s1/ypr,fff,252.46793,39.240395,278.2158,
397,/motion/s1/quat,ffff,0.6449585,-0.23284912,-0.6246948,0.37365723
397,/motion/s1/aaWorld,iii,-275,0,7186,
397,/motion/s1/aaReal,iii,4556,-5461,1069,
397,/motion/s1/aa,iii,9732,-11746,1980,
397,/motion/s1/ypr,fff,252.67029,39.18003,278.24197,
413,/motion/s1/quat,ffff,0.64501953,-0.23345947,-0.6242676,0.3737793
413,/motion/s1/aaWorld,iii,-127,18,7098,
413,/motion/s1/aaReal,iii,4500,-5415,914,
413,/motion/s1/aa,iii,9668,-11706,1828,
413,/motion/s1/ypr,fff,252.83864,39.11072,278.26572,
417,/motion/s1/quat,ffff,0.6449585,-0.23413086,-0.6239624,0.3739624
417,/motion/s1/aaWorld,iii,-279,-207,7318,
417,/motion/s1/aaReal,iii,4465,-5700,1125,
417,/motion/s1/aa,iii,9624,-11998,2040,
417,/motion/s1/ypr,fff,252.92517,39.033085,278.26596,
430,/motion/s1/quat,ffff,0.6449585,-0.23486328,-0.62353516,0.37426758
430,/motion/s1/aaWorld,iii,-284,372,6806,
430,/motion/s1/aaReal,iii,4583,-4958,981,
430,/motion/s1/aa,iii,9732,-11264,1900,
430,/motion/s1/ypr,fff,253.08768,38.93971,278.28577,
439,/motion/s1/quat,ffff,0.64501953,-0.2354126,-0.62316895,0.37438965
439,/motion/s1/aaWorld,iii,-174,603,6326,
439,/motion/s1/aaReal,iii,4450,-4473,784,
439,/motion/s1/aa,iii,9592,-10784,1706,
439,/motion/s1/ypr,fff,253.24829,38.877323,278.3061,
454,/motion/s1/quat,ffff,0.6449585,-0.23583984,-0.6231079,0.3743286
454,/motion/s1/aaWorld,iii,146,194,6924,
454,/motion/s1/aaReal,iii,4486,-5246,602,
454,/motion/s1/aa,iii,9624,-11560,1522,
454,/motion/s1/ypr,fff,253.26389,38.84447,278.28363,
460,/motion/s1/quat,ffff,0.6447754,-0.2364502,-0.62298584,0.37445068
460,/motion/s1/aaWorld,iii,-81,-28,7418,
460,/motion/s1/aaReal,iii,4629,-5726,915,
460,/motion/s1/aa,iii,9760,-12046,1832,
460,/motion/s1/ypr,fff,253.23569,38.77867,278.25516,
477,/motion/s1/quat,ffff,0.6446533,-0.23706055,-0.6227417,0.37469482
477,/motion/s1/aaWorld,iii,-190,-193,7451,
477,/motion/s1/aaReal,iii,4519,-5837,1052,
477,/motion/s1/aa,iii,9642,-12164,1970,
477,/motion/s1/ypr,fff,253.2738,38.701813,278.24915,
477,/motion/s1/quat,ffff,0.6444702,-0.2376709,-0.62249756,0.37506104
477,/motion/s1/aaWorld,iii,-159,29,6862,
477,/motion/s1/aaReal,iii,4315,-5259,920,
477,/motion/s1/aa,iii,9428,-11594,1838,
477,/motion/s1/ypr,fff,253.27786,38.614544,278.24274,
490,/motion/s1/quat,ffff,0.6442871,-0.23822021,-0.62231445,0.3753662
490,/motion/s1/aaWorld,iii,-130,140,6574,
490,/motion/s1/aaReal,iii,4213,-4980,842,
490,/motion/s1/aa,iii,9318,-11322,1760,
490,/motion/s1/ypr,fff,253.2634,38.53848,278.23074,
496,/motion/s1/quat,ffff,0.64404297,-0.23864746,-0.62231445,0.37554932
496,/motion/s1/aaWorld,iii,-185,275,6664,
496,/motion/s1/aaReal,iii,4373,-4962,881,
496,/motion/s1/aa,iii,9472,-11310,1796,
496,/motion/s1/ypr,fff,253.16054,38.48513,278.19623,
511,/motion/s1/quat,ffff,0.6437378,-0.23895264,-0.62231445,0.37573242
511,/motion/s1/aaWorld,iii,-256,440,6884,
511,/motion/s1/aaReal,iii,4639,-5024,947,
511,/motion/s1/aa,iii,9732,-11376,1858,
511,/motion/s1/ypr,fff,252.9896,38.439156,278.16223,
522,/motion/s1/quat,ffff,0.6435547,-0.23919678,-0.6224365,0.37579346
522,/motion/s1/aaWorld,iii,-194,485,7036,
522,/motion/s1/aaReal,iii,4763,-5129,892,
522,/motion/s1/aa,iii,9854,-11484,1800,
522,/motion/s1/ypr,fff,252.88626,38.41484,278.12494,
532,/motion/s1/quat,ffff,0.6433716,-0.23937988,-0.62249756,0.3758545
532,/motion/s1/aaWorld,iii,-288,333,6986,
532,/motion/s1/aaReal,iii,4616,-5167,1001,
532,/motion/s1/aa,iii,9704,-11524,1906,
532,/motion/s1/ypr,fff,252.77542,38.392906,278.09656,
542,/motion/s1/quat,ffff,0.6431885,-0.23956299,-0.6225586,0.37597656
542,/motion/s1/aaWorld,iii,-123,350,6985,
542,/motion/s1/aaReal,iii,4617,-5188,834,
542,/motion/s1/aa,iii,9702,-11548,1736,
542,/motion/s1/ypr,fff,252.67126,38.36675,278.07077,
559,/motion/s1/quat,ffff,0.6430054,-0.23962402,-0.6226196,0.37609863
559,/motion/s1/aaWorld,iii,-188,197,7016,
559,/motion/s1/aaReal,iii,4519,-5294,924,
559,/motion/s1/aa,iii,9602,-11656,1824,
559,/motion/s1/ypr,fff,252.54755,38.349937,278.0508,
561,/motion/s1/quat,ffff,0.64276123,-0.2397461,-0.6227417,0.3762207
561,/motion/s1/aaWorld,iii,-111,310,6961,
561,/motion/s1/aaReal,iii,4567,-5200,821,
561,/motion/s1/aa,iii,9648,-11564,1718,
561,/motion/s1/ypr,fff,252.38275,38.32873,278.01663,
569,/motion/s1/quat,ffff,0.6425171,-0.23980713,-0.6229248,0.3764038
569,/motion/s1/aaWorld,iii,-147,129,7044,
569,/motion/s1/aaReal,iii,4477,-5369,891,
569,/motion/s1/aa,iii,9556,-11736,1784,
569,/motion/s1/ypr,fff,252.2127,38.310257,277.98196,
583,/motion/s1/quat,ffff,0.6421509,-0.23986816,-0.6231079,0.37664795
583,/motion/s1/aaWorld,iii,-8,-51,7053,
583,/motion/s1/aaReal,iii,4330,-5513,781,
583,/motion/s1/aa,iii,9406,-11882,1670,
583,/motion/s1/ypr,fff,251.95369,38.28353,277.93915,
587,/motion/s1/quat,ffff,0.64178467,-0.23999023,-0.62323,0.37695312
587,/motion/s1/aaWorld,iii,-166,105,7213,
587,/motion/s1/aaReal,iii,4558,-5517,925,
587,/motion/s1/aa,iii,9630,-11890,1810,
587,/motion/s1/ypr,fff,251.71451,38.245598,277.902,
605,/motion/s1/quat,ffff,0.64141846,-0.24005127,-0.6234131,0.3772583
605,/motion/s1/aaWorld,iii,-35,123,7089,
605,/motion/s1/aaReal,iii,4484,-5437,777,
605,/motion/s1/aa,iii,9552,-11814,1658,
605,/motion/s1/ypr,fff,251.46385,38.214592,277.86185,
614,/motion/s1/quat,ffff,0.6409912,-0.2401123,-0.6235962,0.37756348
614,/motion/s1/aaWorld,iii,115,281,7141,
614,/motion/s1/aaReal,iii,4628,-5414,604,
614,/motion/s1/aa,iii,9692,-11794,1480,
614,/motion/s1/ypr,fff,251.16602,38.181522,277.8164,
619,/motion/s1/quat,ffff,0.64056396,-0.2401123,-0.62384033,0.37786865
619,/motion/s1/aaWorld,iii,43,278,7089,
619,/motion/s1/aaReal,iii,4595,-5365,665,
619,/motion/s1/aa,iii,9656,-11748,1536,
619,/motion/s1/ypr,fff,250.85735,38.155365,277.76797,
630,/motion/s1/quat,ffff,0.6401367,-0.2401123,-0.6240845,0.37823486
630,/motion/s1/aaWorld,iii,112,358,7201,
630,/motion/s1/aaReal,iii,4720,-5420,592,
630,/motion/s1/aa,iii,9778,-11806,1458,
630,/motion/s1/ypr,fff,250.55743,38.12494,277.72217,
638,/motion/s1/quat,ffff,0.63964844,-0.24005127,-0.62438965,0.3786621
638,/motion/s1/aaWorld,iii,35,247,6994,
638,/motion/s1/aaReal,iii,4507,-5314,659,
638,/motion/s1/aa,iii,9562,-11704,1520,
638,/motion/s1/ypr,fff,250.20758,38.095158,277.67065,
658,/motion/s1/quat,ffff,0.6392212,-0.23986816,-0.62457275,0.3791504
658,/motion/s1/aaWorld,iii,-111,36,6885,
658,/motion/s1/aaReal,iii,4282,-5330,824,
658,/motion/s1/aa,iii,9334,-11722,1682,
658,/motion/s1/ypr,fff,249.90405,38.068,277.64478,
658,/motion/s1/quat,ffff,0.63879395,-0.2397461,-0.62475586,0.37963867
658,/motion/s1/aaWorld,iii,-266,-249,6863,
658,/motion/s1/aaReal,iii,4052,-5458,1020,
658,/motion/s1/aa,iii,9100,-11854,1876,
658,/motion/s1/ypr,fff,249.6115,38.036125,277.6161,
670,/motion/s1/quat,ffff,0.6383667,-0.23968506,-0.6248779,0.38024902
670,/motion/s1/aaWorld,iii,-172,-176,7036,
670,/motion/s1/aaReal,iii,4205,-5570,932,
670,/motion/s1/aa,iii,9248,-11970,1786,
670,/motion/s1/ypr,fff,249.34818,37.988876,277.59576,
680,/motion/s1/quat,ffff,0.6378784,-0.23962402,-0.62506104,0.3807373
680,/motion/s1/aaWorld,iii,1,-7,7346,
680,/motion/s1/aaReal,iii,4512,-5748,762,
680,/motion/s1/aa,iii,9550,-12152,1612,
680,/motion/s1/ypr,fff,249.02165,37.950195,277.55908,
688,/motion/s1/quat,ffff,0.63739014,-0.23962402,-0.62524414,0.3812256
688,/motion/s1/aaWorld,iii,35,37,7370,
688,/motion/s1/aaReal,iii,4555,-5750,720,
688,/motion/s1/aa,iii,9588,-12158,1566,
688,/motion/s1/ypr,fff,248.7052,37.906784,277.51962,
700,/motion/s1/quat,ffff,0.63690186,-0.23968506,-0.62542725,0.38171387
700,/motion/s1/aaWorld,iii,62,52,7246,
700,/motion/s1/aaReal,iii,4484,-5653,674,
700,/motion/s1/aa,iii,9512,-12066,1516,
700,/motion/s1/ypr,fff,248.39832,37.858635,277.47742,
708,/motion/s1/quat,ffff,0.6364136,-0.23980713,-0.62561035,0.38226318
708,/motion/s1/aaWorld,iii,164,-131,7002,
708,/motion/s1/aaReal,iii,4176,-5595,578,
708,/motion/s1/aa,iii,9198,-12014,1416,
708,/motion/s1/ypr,fff,248.1088,37.801556,277.43518,
720,/motion/s1/quat,ffff,0.63586426,-0.23999023,-0.6256714,0.38287354
720,/motion/s1/aaWorld,iii,-40,-391,6787,
720,/motion/s1/aaReal,iii,3849,-5548,799,
720,/motion/s1/aa,iii,8862,-11974,1634,
720,/motion/s1/ypr,fff,247.7968,37.728992,277.3994,
728,/motion/s1/quat,ffff,0.635437,-0.24029541,-0.6256714,0.38342285
728,/motion/s1/aaWorld,iii,-32,-543,6775,
728,/motion/s1/aaReal,iii,3713,-5635,815,
728,/motion/s1/aa,iii,8718,-12068,1648,
728,/motion/s1/ypr,fff,247.58716,37.653164,277.372,
746,/motion/s1/quat,ffff,0.63494873,-0.24060059,-0.6257324,0.38391113
746,/motion/s1/aaWorld,iii,69,-324,7303,
746,/motion/s1/aaReal,iii,4193,-5945,727,
746,/motion/s1/aa,iii,9190,-12384,1556,
746,/motion/s1/ypr,fff,247.32098,37.581646,277.33087,
748,/motion/s1/quat,ffff,0.6345215,-0.24084473,-0.62579346,0.3843994
748,/motion/s1/aaWorld,iii,9,187,7507,
748,/motion/s1/aaReal,iii,4719,-5798,714,
748,/motion/s1/aa,iii,9708,-12244,1540,
748,/motion/s1/ypr,fff,247.09424,37.51688,277.29797,
766,/motion/s1/quat,ffff,0.63409424,-0.24102783,-0.6259155,0.38482666
766,/motion/s1/aaWorld,iii,2,377,7443,
766,/motion/s1/aaReal,iii,4825,-5639,678,
766,/motion/s1/aa,iii,9808,-12090,1500,
766,/motion/s1/ypr,fff,246.84964,37.463192,277.25943,
774,/motion/s1/quat,ffff,0.6335449,-0.24121094,-0.6260376,0.38537598
774,/motion/s1/aaWorld,iii,65,589,7220,
774,/motion/s1/aaReal,iii,4846,-5357,552,
774,/motion/s1/aa,iii,9822,-11814,1370,
774,/motion/s1/ypr,fff,246.53253,37.39686,277.21582,
778,/motion/s1/quat,ffff,0.63287354,-0.24145508,-0.6262207,0.38598633
778,/motion/s1/aaWorld,iii,-178,401,6750,
778,/motion/s1/aaReal,iii,4425,-5058,772,
778,/motion/s1/aa,iii,9392,-11522,1584,
778,/motion/s1/ypr,fff,246.13873,37.319572,277.15582,
791,/motion/s1/quat,ffff,0.63220215,-0.24169922,-0.6264038,0.3866577
791,/motion/s1/aaWorld,iii,-336,-30,6656,
791,/motion/s1/aaReal,iii,4032,-5214,990,
791,/motion/s1/aa,iii,8990,-11686,1796,
791,/motion/s1/ypr,fff,245.75592,37.23802,277.09872,
799,/motion/s1/quat,ffff,0.63153076,-0.24206543,-0.6265259,0.3873291
799,/motion/s1/aaWorld,iii,-170,-17,6988,
799,/motion/s1/aaReal,iii,4221,-5507,853,
799,/motion/s1/aa,iii,9168,-11988,1654,
799,/motion/s1/ypr,fff,245.39114,37.14481,277.04218,
814,/motion/s1/quat,ffff,0.6310425,-0.24243164,-0.62664795,0.38775635
814,/motion/s1/aaWorld,iii,118,55,7456,
814,/motion/s1/aaReal,iii,4529,-5894,598,
814,/motion/s1/aa,iii,9468,-12382,1394,
814,/motion/s1/ypr,fff,245.12582,37.074707,276.99078,
819,/motion/s1/quat,ffff,0.6305542,-0.24279785,-0.626709,0.3881836
819,/motion/s1/aaWorld,iii,149,396,7641,
819,/motion/s1/aaReal,iii,4901,-5855,520,
819,/motion/s1/aa,iii,9832,-12350,1312,
819,/motion/s1/ypr,fff,244.8644,37.002335,276.94537,
839,/motion/s1/quat,ffff,0.63012695,-0.2432251,-0.626709,0.3885498
839,/motion/s1/aaWorld,iii,93,450,7476,
839,/motion/s1/aaReal,iii,4842,-5689,546,
839,/motion/s1/aa,iii,9764,-12190,1334,
839,/motion/s1/ypr,fff,244.64822,36.92938,276.90564,
843,/motion/s1/quat,ffff,0.6296997,-0.24371338,-0.626709,0.3890381
843,/motion/s1/aaWorld,iii,67,378,7207,
843,/motion/s1/aaReal,iii,4617,-5520,555,
843,/motion/s1/aa,iii,9530,-12030,1340,
843,/motion/s1/ypr,fff,244.45654,36.843384,276.8687,
849,/motion/s1/quat,ffff,0.6291504,-0.24420166,-0.62664795,0.38964844
850,/motion/s1/aaWorld,iii,121,351,6832,
850,/motion/s1/aaReal,iii,4357,-5256,469,
850,/motion/s1/aa,iii,9258,-11774,1250,
850,/motion/s1/ypr,fff,244.19836,36.742455,276.83276,
864,/motion/s1/quat,ffff,0.6286011,-0.24468994,-0.62664795,0.3902588
864,/motion/s1/aaWorld,iii,20,270,6909,
864,/motion/s1/aaReal,iii,4338,-5353,586,
864,/motion/s1/aa,iii,9228,-11880,1364,
864,/motion/s1/ypr,fff,243.93735,36.643707,276.7912,
869,/motion/s1/quat,ffff,0.6281738,-0.24499512,-0.6265869,0.3908081
869,/motion/s1/aaWorld,iii,-71,557,6622,
869,/motion/s1/aaReal,iii,4397,-4948,596,
869,/motion/s1/aa,iii,9278,-11482,1372,
869,/motion/s1/ypr,fff,243.74338,36.565292,276.77148,
880,/motion/s1/quat,ffff,0.6277466,-0.2453003,-0.62664795,0.39123535
880,/motion/s1/aaWorld,iii,48,701,6663,
880,/motion/s1/aaReal,iii,4519,-4926,453,
880,/motion/s1/aa,iii,9392,-11466,1226,
880,/motion/s1/ypr,fff,243.52374,36.499615,276.7348,
889,/motion/s1/quat,ffff,0.62731934,-0.24554443,-0.62677,0.3914795
889,/motion/s1/aaWorld,iii,5,698,7035,
889,/motion/s1/aaReal,iii,4738,-5222,526,
889,/motion/s1/aa,iii,9606,-11766,1294,
889,/motion/s1/ypr,fff,243.26672,36.453278,276.68692,
901,/motion/s1/quat,ffff,0.62701416,-0.24584961,-0.62683105,0.39178467
901,/motion/s1/aaWorld,iii,-119,399,7282,
901,/motion/s1/aaReal,iii,4652,-5572,723,
