timestamp,OSCaddress,typetag,timetag,,,
223,/motion/s1/aaWorld,iii,-20,293,7027,
223,/motion/s1/aaReal,iii,4735,-5165,616,
223,/motion/s1/aa,iii,10000,-11408,1276,
223,/motion/s1/ypr,fff,2.1784725,39.984596,276.0321,
233,/motion/s1/quat,ffff,-0.6815796,0.31695557,0.5994873,-0.27508545
233,/motion/s1/aaWorld,iii,26,288,6990,
233,/motion/s1/aaReal,iii,4714,-5138,565,
233,/motion/s1/aa,iii,9980,-11380,1224,
233,/motion/s1/ypr,fff,2.218242,39.99889,276.0223,
243,/motion/s1/quat,ffff,-0.6815796,0.31689453,0.59954834,-0.27496338
243,/motion/s1/aaWorld,iii,-169,245,6990,
243,/motion/s1/aaReal,iii,4658,-5166,754,
243,/motion/s1/aa,iii,9926,-11406,1412,
243,/motion/s1/ypr,fff,2.2776184,40.01498,276.0163,
252,/motion/s1/quat,ffff,-0.68151855,0.31689453,0.59954834,-0.27496338
252,/motion/s1/aaWorld,iii,-229,156,6974,
252,/motion/s1/aaReal,iii,4573,-5212,803,
252,/motion/s1/aa,iii,9840,-11452,1460,
252,/motion/s1/ypr,fff,2.2953274,40.01351,276.0104,
260,/motion/s1/quat,ffff,-0.6815796,0.31695557,0.59954834,-0.27490234
260,/motion/s1/aaWorld,iii,-118,104,7130,
260,/motion/s1/aaReal,iii,4648,-5364,700,
260,/motion/s1/aa,iii,9916,-11604,1358,
260,/motion/s1/ypr,fff,2.3450727,40.015118,276.01083,
273,/motion/s1/quat,ffff,-0.6816406,0.31695557,0.5994873,-0.27478027
273,/motion/s1/aaWorld,iii,-162,145,7243,
273,/motion/s1/aaReal,iii,4747,-5423,758,
273,/motion/s1/aa,iii,10016,-11662,1416,
273,/motion/s1/ypr,fff,2.3834538,40.022903,276.0186,
282,/motion/s1/quat,ffff,-0.68170166,0.31707764,0.59942627,-0.27471924
282,/motion/s1/aaWorld,iii,-77,76,7278,
282,/motion/s1/aaReal,iii,4728,-5494,669,
282,/motion/s1/aa,iii,9996,-11734,1328,
282,/motion/s1/ypr,fff,2.4465394,40.017433,276.02118,
296,/motion/s1/quat,ffff,-0.6817627,0.31713867,0.5993042,-0.27471924
296,/motion/s1/aaWorld,iii,-150,45,7179,
296,/motion/s1/aaReal,iii,4631,-5440,732,
296,/motion/s1/aa,iii,9898,-11680,1392,
296,/motion/s1/ypr,fff,2.4254541,40.009125,276.03497,
301,/motion/s1/quat,ffff,-0.68182373,0.31726074,0.5991821,-0.27471924
301,/motion/s1/aaWorld,iii,-85,146,7099,
301,/motion/s1/aaReal,iii,4662,-5314,673,
301,/motion/s1/aa,iii,9928,-11556,1334,
301,/motion/s1/ypr,fff,2.434924,39.996437,276.04517,
313,/motion/s1/quat,ffff,-0.68188477,0.3173828,0.5991211,-0.2746582
313,/motion/s1/aaWorld,iii,-90,235,7030,
313,/motion/s1/aaReal,iii,4684,-5204,682,
313,/motion/s1/aa,iii,9950,-11446,1344,
313,/motion/s1/ypr,fff,2.4974117,39.99097,276.0478,
324,/motion/s1/quat,ffff,-0.68188477,0.31744385,0.59906006,-0.27453613
324,/motion/s1/aaWorld,iii,31,197,6945,
324,/motion/s1/aaReal,iii,4617,-5164,550,
324,/motion/s1/aa,iii,9882,-11406,1212,
324,/motion/s1/ypr,fff,2.5833066,39.99291,276.0461,
335,/motion/s1/quat,ffff,-0.6819458,0.31750488,0.598999,-0.2744751
335,/motion/s1/aaWorld,iii,59,169,7003,
335,/motion/s1/aaReal,iii,4637,-5226,524,
335,/motion/s1/aa,iii,9902,-11468,1186,
335,/motion/s1/ypr,fff,2.6150355,39.991806,276.05225,
340,/motion/s1/quat,ffff,-0.6819458,0.31762695,0.598999,-0.27435303
340,/motion/s1/aaWorld,iii,78,199,6992,
340,/motion/s1/aaReal,iii,4655,-5198,507,
340,/motion/s1/aa,iii,9920,-11440,1168,
340,/motion/s1/ypr,fff,2.7475364,39.992085,276.04135,
353,/motion/s1/quat,ffff,-0.6819458,0.317688,0.598999,-0.27423096
353,/motion/s1/aaWorld,iii,-10,128,6778,
353,/motion/s1/aaReal,iii,4452,-5081,570,
353,/motion/s1/aa,iii,9718,-11322,1230,
353,/motion/s1/ypr,fff,2.8497314,39.996735,276.03397,
360,/motion/s1/quat,ffff,-0.6819458,0.31774902,0.59906006,-0.27404785
360,/motion/s1/aaWorld,iii,-84,-44,7005,
360,/motion/s1/aaReal,iii,4459,-5366,642,
360,/motion/s1/aa,iii,9726,-11606,1300,
360,/motion/s1/ypr,fff,3.0045805,40.008606,276.01898,
373,/motion/s1/quat,ffff,-0.6819458,0.3178711,0.59906006,-0.27398682
373,/motion/s1/aaWorld,iii,150,73,6949,
373,/motion/s1/aaReal,iii,4543,-5245,416,
373,/motion/s1/aa,iii,9810,-11486,1074,
373,/motion/s1/ypr,fff,3.100258,40.004383,276.01,
381,/motion/s1/quat,ffff,-0.68188477,0.31793213,0.5991211,-0.27386475
381,/motion/s1/aaWorld,iii,35,9,7169,
381,/motion/s1/aaReal,iii,4621,-5455,539,
381,/motion/s1/aa,iii,9888,-11696,1194,
381,/motion/s1/ypr,fff,3.237192,40.01028,275.99103,
399,/motion/s1/quat,ffff,-0.68188477,0.31799316,0.5991211,-0.27374268
399,/motion/s1/aaWorld,iii,109,-186,7254,
399,/motion/s1/aaReal,iii,4538,-5646,451,
399,/motion/s1/aa,iii,9806,-11886,1106,
399,/motion/s1/ypr,fff,3.3388226,40.01494,275.98367,
402,/motion/s1/quat,ffff,-0.68182373,0.31811523,0.5991211,-0.27374268
402,/motion/s1/aaWorld,iii,-304,-202,7233,
402,/motion/s1/aaReal,iii,4457,-5645,857,
402,/motion/s1/aa,iii,9724,-11886,1510,
402,/motion/s1/ypr,fff,3.416727,40.004738,275.9707,
410,/motion/s1/quat,ffff,-0.68188477,0.31817627,0.598999,-0.2738037
410,/motion/s1/aaWorld,iii,-121,337,6837,
410,/motion/s1/aaReal,iii,4633,-4992,703,
410,/motion/s1/aa,iii,9898,-11234,1358,
410,/motion/s1/ypr,fff,3.3581884,39.9919,275.98636,
422,/motion/s1/quat,ffff,-0.68200684,0.31811523,0.598999,-0.27368164
422,/motion/s1/aaWorld,iii,180,546,6656,
422,/motion/s1/aaReal,iii,4715,-4715,412,
422,/motion/s1/aa,iii,9982,-10956,1068,
422,/motion/s1/ypr,fff,3.3631587,40.008224,275.99786,
430,/motion/s1/quat,ffff,-0.6819458,0.3180542,0.5991821,-0.2734375
430,/motion/s1/aaWorld,iii,301,454,7308,
430,/motion/s1/aaReal,iii,5084,-5268,331,
430,/motion/s1/aa,iii,10354,-11506,984,
430,/motion/s1/ypr,fff,3.5459962,40.037308,275.97073,
442,/motion/s1/quat,ffff,-0.68188477,0.31811523,0.5993042,-0.27319336
442,/motion/s1/aaWorld,iii,139,47,7566,
442,/motion/s1/aaReal,iii,4924,-5729,466,
442,/motion/s1/aa,iii,10196,-11966,1116,
442,/motion/s1/ypr,fff,3.7713656,40.05494,275.94223,
450,/motion/s1/quat,ffff,-0.68188477,0.31811523,0.59936523,-0.27313232
450,/motion/s1/aaWorld,iii,-166,112,7309,
450,/motion/s1/aaReal,iii,4767,-5493,755,
450,/motion/s1/aa,iii,10040,-11730,1404,
450,/motion/s1/ypr,fff,3.823988,40.062157,275.93463,
463,/motion/s1/quat,ffff,-0.6819458,0.31799316,0.59942627,-0.27301025
463,/motion/s1/aaWorld,iii,28,338,6692,
463,/motion/s1/aaReal,iii,4568,-4873,537,
463,/motion/s1/aa,iii,9844,-11108,1186,
463,/motion/s1/ypr,fff,3.8347118,40.084095,275.93805,
470,/motion/s1/quat,ffff,-0.68200684,0.31774902,0.59954834,-0.27288818
470,/motion/s1/aaWorld,iii,11,139,6745,
470,/motion/s1/aaReal,iii,4453,-5040,537,
470,/motion/s1/aa,iii,9732,-11272,1186,
470,/motion/s1/ypr,fff,3.8035264,40.117462,275.94284,
483,/motion/s1/quat,ffff,-0.6819458,0.31744385,0.59973145,-0.2727661
483,/motion/s1/aaWorld,iii,-169,298,6910,
483,/motion/s1/aaReal,iii,4659,-5061,746,
483,/motion/s1/aa,iii,9942,-11288,1394,
483,/motion/s1/ypr,fff,3.7978702,40.154984,275.93365,
491,/motion/s1/quat,ffff,-0.68200684,0.31713867,0.59991455,-0.27264404
491,/motion/s1/aaWorld,iii,-114,406,7185,
491,/motion/s1/aaReal,iii,4929,-5196,724,
491,/motion/s1/aa,iii,10216,-11420,1372,
491,/motion/s1/ypr,fff,3.7535882,40.19543,275.93622,
502,/motion/s1/quat,ffff,-0.6820679,0.3168335,0.60009766,-0.27246094
502,/motion/s1/aaWorld,iii,-103,467,7108,
502,/motion/s1/aaReal,iii,4930,-5094,713,
502,/motion/s1/aa,iii,10222,-11314,1360,
502,/motion/s1/ypr,fff,3.7452457,40.240395,275.9369,
510,/motion/s1/quat,ffff,-0.68218994,0.31658936,0.60028076,-0.27215576
510,/motion/s1/aaWorld,iii,-110,332,6950,
510,/motion/s1/aaReal,iii,4730,-5058,693,
510,/motion/s1/aa,iii,10028,-11274,1340,
510,/motion/s1/ypr,fff,3.819672,40.291473,275.9361,
523,/motion/s1/quat,ffff,-0.682251,0.31640625,0.60040283,-0.2718506
523,/motion/s1/aaWorld,iii,-22,189,6979,
523,/motion/s1/aaReal,iii,4657,-5169,592,
523,/motion/s1/aa,iii,9960,-11380,1238,
523,/motion/s1/ypr,fff,3.9262037,40.334026,275.9316,
530,/motion/s1/quat,ffff,-0.682251,0.31628418,0.60058594,-0.27166748
530,/motion/s1/aaWorld,iii,85,185,6870,
530,/motion/s1/aaReal,iii,4600,-5085,474,
530,/motion/s1/aa,iii,9906,-11294,1118,
530,/motion/s1/ypr,fff,4.0261736,40.364407,275.9157,
544,/motion/s1/quat,ffff,-0.682251,0.31610107,0.60076904,-0.27142334
544,/motion/s1/aaWorld,iii,141,234,7067,
544,/motion/s1/aaReal,iii,4776,-5199,438,
544,/motion/s1/aa,iii,10086,-11404,1080,
544,/motion/s1/ypr,fff,4.1330757,40.40368,275.90143,
555,/motion/s1/quat,ffff,-0.682251,0.31585693,0.60095215,-0.27124023
555,/motion/s1/aaWorld,iii,263,151,7121,
555,/motion/s1/aaReal,iii,4768,-5290,311,
555,/motion/s1/aa,iii,10082,-11492,952,
555,/motion/s1/ypr,fff,4.1743526,40.44281,275.89258,
562,/motion/s1/quat,ffff,-0.68218994,0.3156128,0.6011963,-0.27111816
562,/motion/s1/aaWorld,iii,164,62,7201,
562,/motion/s1/aaReal,iii,4744,-5407,404,
562,/motion/s1/aa,iii,10062,-11606,1042,
562,/motion/s1/ypr,fff,4.2160163,40.478638,275.87393,
570,/motion/s1/quat,ffff,-0.6821289,0.31536865,0.6014404,-0.27111816
570,/motion/s1/aaWorld,iii,-71,292,7114,
570,/motion/s1/aaReal,iii,4831,-5191,654,
570,/motion/s1/aa,iii,10152,-11388,1290,
570,/motion/s1/ypr,fff,4.1845465,40.50543,275.85907,
582,/motion/s1/quat,ffff,-0.6821289,0.3151245,0.60162354,-0.27111816
582,/motion/s1/aaWorld,iii,-48,315,6980,
582,/motion/s1/aaReal,iii,4766,-5071,622,
582,/motion/s1/aa,iii,10090,-11266,1258,
582,/motion/s1/ypr,fff,4.1158514,40.530983,275.8559,
595,/motion/s1/quat,ffff,-0.6820679,0.31481934,0.60180664,-0.27105713
595,/motion/s1/aaWorld,iii,41,238,7153,
595,/motion/s1/aaReal,iii,4836,-5249,537,
595,/motion/s1/aa,iii,10164,-11440,1172,
595,/motion/s1/ypr,fff,4.0733547,40.56398,275.84836,
603,/motion/s1/quat,ffff,-0.68200684,0.31451416,0.6020508,-0.27105713
603,/motion/s1/aaWorld,iii,-8,176,7201,
603,/motion/s1/aaReal,iii,4817,-5325,583,
603,/motion/s1/aa,iii,10148,-11514,1216,
603,/motion/s1/ypr,fff,4.0104046,40.595123,275.83694,
610,/motion/s1/quat,ffff,-0.6819458,0.31433105,0.60217285,-0.27105713
610,/motion/s1/aaWorld,iii,33,71,7203,
610,/motion/s1/aaReal,iii,4747,-5393,530,
610,/motion/s1/aa,iii,10080,-11580,1162,
610,/motion/s1/ypr,fff,3.9734316,40.61216,275.83002,
627,/motion/s1/quat,ffff,-0.6819458,0.31420898,0.6022949,-0.27105713
627,/motion/s1/aaWorld,iii,87,38,7078,
627,/motion/s1/aaReal,iii,4649,-5318,462,
627,/motion/s1/aa,iii,9984,-11504,1094,
627,/motion/s1/ypr,fff,3.946771,40.626266,275.8255,
635,/motion/s1/quat,ffff,-0.68188477,0.31402588,0.602478,-0.2711792
635,/motion/s1/aaWorld,iii,151,41,7011,
635,/motion/s1/aaReal,iii,4616,-5264,393,
635,/motion/s1/aa,iii,9952,-11450,1024,
635,/motion/s1/ypr,fff,3.8518674,40.636925,275.8166,
643,/motion/s1/quat,ffff,-0.6817627,0.3139038,0.6026001,-0.27124023
643,/motion/s1/aaWorld,iii,-103,71,7183,
643,/motion/s1/aaReal,iii,4719,-5377,661,
643,/motion/s1/aa,iii,10056,-11562,1290,
643,/motion/s1/ypr,fff,3.8272228,40.643585,275.8021,
655,/motion/s1/quat,ffff,-0.6816406,0.3137207,0.60272217,-0.27130127
655,/motion/s1/aaWorld,iii,46,209,7144,
655,/motion/s1/aaReal,iii,4817,-5255,522,
655,/motion/s1/aa,iii,10154,-11438,1150,
655,/motion/s1/ypr,fff,3.7713861,40.654625,275.79108,
662,/motion/s1/quat,ffff,-0.68151855,0.31359863,0.6029053,-0.27142334
662,/motion/s1/aaWorld,iii,105,235,7085,
662,/motion/s1/aaReal,iii,4806,-5193,460,
662,/motion/s1/aa,iii,10144,-11376,1086,
662,/motion/s1/ypr,fff,3.7257876,40.659412,275.7727,
672,/motion/s1/quat,ffff,-0.6814575,0.31347656,0.60302734,-0.27148438
672,/motion/s1/aaWorld,iii,100,250,7036,
672,/motion/s1/aaReal,iii,4785,-5145,461,
672,/motion/s1/aa,iii,10124,-11328,1086,
672,/motion/s1/ypr,fff,3.6802876,40.667526,275.7641,
684,/motion/s1/quat,ffff,-0.68133545,0.3133545,0.6031494,-0.27160645
684,/motion/s1/aaWorld,iii,126,189,7042,
684,/motion/s1/aaReal,iii,4747,-5190,429,
684,/motion/s1/aa,iii,10086,-11372,1052,
684,/motion/s1/ypr,fff,3.6164842,40.669636,275.7515,
691,/motion/s1/quat,ffff,-0.6812744,0.31323242,0.6032715,-0.27166748
691,/motion/s1/aaWorld,iii,224,298,7073,
691,/motion/s1/aaReal,iii,4862,-5140,344,
691,/motion/s1/aa,iii,10202,-11322,966,
691,/motion/s1/ypr,fff,3.570367,40.67774,275.7429,
705,/motion/s1/quat,ffff,-0.68115234,0.31311035,0.6034546,-0.27172852
705,/motion/s1/aaWorld,iii,51,353,7068,
705,/motion/s1/aaReal,iii,4879,-5101,518,
705,/motion/s1/aa,iii,10220,-11282,1138,
705,/motion/s1/ypr,fff,3.5615692,40.687023,275.72253,
712,/motion/s1/quat,ffff,-0.6810913,0.31298828,0.60357666,-0.27178955
712,/motion/s1/aaWorld,iii,-9,470,7017,
712,/motion/s1/aaReal,iii,4926,-4985,585,
712,/motion/s1/aa,iii,10268,-11166,1204,
712,/motion/s1/ypr,fff,3.514943,40.695114,275.71396,
724,/motion/s1/quat,ffff,-0.6810303,0.3128662,0.60369873,-0.27178955
724,/motion/s1/aaWorld,iii,165,394,7141,
724,/motion/s1/aaReal,iii,4973,-5126,412,
724,/motion/s1/aa,iii,10316,-11306,1030,
724,/motion/s1/ypr,fff,3.5065143,40.707726,275.7034,
732,/motion/s1/quat,ffff,-0.68096924,0.31280518,0.60375977,-0.27172852
732,/motion/s1/aaWorld,iii,16,468,7108,
732,/motion/s1/aaReal,iii,4990,-5054,564,
732,/motion/s1/aa,iii,10334,-11232,1180,
732,/motion/s1/ypr,fff,3.5508716,40.71782,275.6932,
744,/motion/s1/quat,ffff,-0.6810303,0.31274414,0.6038208,-0.27166748
744,/motion/s1/aaWorld,iii,45,352,7100,
744,/motion/s1/aaReal,iii,4902,-5122,523,
744,/motion/s1/aa,iii,10248,-11300,1140,
744,/motion/s1/ypr,fff,3.5549831,40.730854,275.69492,
752,/motion/s1/quat,ffff,-0.6810303,0.31274414,0.6038208,-0.27160645
752,/motion/s1/aaWorld,iii,0,167,7187,
752,/motion/s1/aaReal,iii,4816,-5309,556,
752,/motion/s1/aa,iii,10162,-11486,1172,
752,/motion/s1/ypr,fff,3.5934815,40.735374,275.693,
764,/motion/s1/quat,ffff,-0.6810913,0.31274414,0.6038208,-0.2715454
764,/motion/s1/aaWorld,iii,112,144,7187,
764,/motion/s1/aaReal,iii,4813,-5323,443,
764,/motion/s1/aa,iii,10160,-11500,1060,
764,/motion/s1/ypr,fff,3.6117666,40.741367,275.69702,
772,/motion/s1/quat,ffff,-0.6810913,0.31280518,0.60375977,-0.2715454
772,/motion/s1/aaWorld,iii,6,212,7162,
772,/motion/s1/aaReal,iii,4834,-5261,553,
772,/motion/s1/aa,iii,10180,-11438,1170,
772,/motion/s1/ypr,fff,3.6259606,40.73433,275.6993,
784,/motion/s1/quat,ffff,-0.68115234,0.31280518,0.60369873,-0.2715454
784,/motion/s1/aaWorld,iii,47,254,7027,
784,/motion/s1/aaReal,iii,4782,-5131,508,
784,/motion/s1/aa,iii,10128,-11308,1126,
784,/motion/s1/ypr,fff,3.5881727,40.73315,275.71106,
793,/motion/s1/aaWorld,iii,180,281,7017,
793,/motion/s1/aaReal,iii,4812,-5105,378,
793,/motion/s1/aa,iii,10158,-11282,996,
805,/motion/s1/quat,ffff,-0.6812134,0.31274414,0.6036377,-0.2715454
805,/motion/s1/aaWorld,iii,124,377,7045,
805,/motion/s1/aaReal,iii,4896,-5063,446,
805,/motion/s1/aa,iii,10242,-11240,1066,
805,/motion/s1/ypr,fff,3.5186718,40.73636,275.72632,
813,/motion/s1/quat,ffff,-0.6812134,0.3126831,0.6036377,-0.2715454
813,/motion/s1/aaWorld,iii,184,301,6978,
813,/motion/s1/aaReal,iii,4803,-5062,374,
813,/motion/s1/aa,iii,10150,-11238,994,
813,/motion/s1/ypr,fff,3.4868264,40.740746,275.72983,
821,/motion/s1/quat,ffff,-0.6812134,0.31262207,0.6036377,-0.27160645
821,/motion/s1/aaWorld,iii,-158,96,7109,
821,/motion/s1/aaReal,iii,4693,-5298,705,
821,/motion/s1/aa,iii,10040,-11474,1326,
821,/motion/s1/ypr,fff,3.416514,40.74062,275.73526,
833,/motion/s1/quat,ffff,-0.6812744,0.3126831,0.60357666,-0.27166748
833,/motion/s1/aaWorld,iii,52,154,7187,
833,/motion/s1/aaReal,iii,4812,-5317,508,
833,/motion/s1/aa,iii,10158,-11494,1130,
833,/motion/s1/ypr,fff,3.3725636,40.73052,275.74548,
840,/motion/s1/quat,ffff,-0.6812744,0.31274414,0.6034546,-0.27178955
840,/motion/s1/aaWorld,iii,206,85,7227,
840,/motion/s1/aaReal,iii,4804,-5393,353,
840,/motion/s1/aa,iii,10148,-11572,976,
840,/motion/s1/ypr,fff,3.2926023,40.711777,275.75745,
853,/motion/s1/quat,ffff,-0.6812134,0.3128662,0.60339355,-0.27191162
853,/motion/s1/aaWorld,iii,135,-53,7248,
853,/motion/s1/aaReal,iii,4703,-5503,411,
853,/motion/s1/aa,iii,10044,-11684,1034,
853,/motion/s1/ypr,fff,3.281889,40.68983,275.75412,
862,/motion/s1/quat,ffff,-0.68115234,0.31311035,0.6032715,-0.27215576
862,/motion/s1/aaWorld,iii,20,-7,7408,
862,/motion/s1/aaReal,iii,4823,-5597,542,
862,/motion/s1/aa,iii,10160,-11782,1166,
862,/motion/s1/ypr,fff,3.2408094,40.64741,275.75348,
873,/motion/s1/quat,ffff,-0.68115234,0.3133545,0.60302734,-0.27246094
873,/motion/s1/aaWorld,iii,117,458,6902,
873,/motion/s1/aaReal,iii,4849,-4913,456,
873,/motion/s1/aa,iii,10180,-11102,1082,
873,/motion/s1/ypr,fff,3.1068752,40.596622,275.7723,
881,/motion/s1/quat,ffff,-0.68115234,0.31341553,0.6029053,-0.272583
881,/motion/s1/aaWorld,iii,490,430,6646,
881,/motion/s1/aaReal,iii,4707,-4737,64,
881,/motion/s1/aa,iii,10036,-10928,692,
881,/motion/s1/ypr,fff,3.0272498,40.577877,275.78424,
896,/motion/s1/quat,ffff,-0.6810303,0.3135376,0.6029663,-0.27264404
896,/motion/s1/aaWorld,iii,396,237,7173,
896,/motion/s1/aaReal,iii,4892,-5264,177,
896,/motion/s1/aa,iii,10220,-11456,802,
896,/motion/s1/ypr,fff,3.109309,40.564293,275.76147,
902,/motion/s1/quat,ffff,-0.68078613,0.31378174,0.60302734,-0.2727661
902,/motion/s1/aaWorld,iii,96,-49,7464,
902,/motion/s1/aaReal,iii,4826,-5677,465,
902,/motion/s1/aa,iii,10150,-11872,1086,
902,/motion/s1/ypr,fff,3.2564726,40.53447,275.7218,
